movie_id,tmdb_id,poster,tagline,overview
4113,52780,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/zF02disLmOSyb3BSS4c50MC7xNo.jpg,,"A son longs to escape from his stifling home, where his genteel mother worries about the future prospects of his lame, shy sister."
4115,26156,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/jtGLfT8ckPmQgVhB3qhb3p0mnv8.jpg,There's only one thing more frightening than murder.. High School,A very successful stock broker is called to court to testify against a mob boss who was into some inside trading. Andrew Morenski must become Max Hauser and go back to high school for protection from the mob.
4116,34101,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/zS7yvQoB2RSQ4OtmZNbQdwdL5bX.jpg,"Bobby Taylor was on his way to becoming a star, when a funny thing happened...","Aspiring actor and hot-dog stand employee Bobby Taylor catches the ire of his grandmother for auditioning for a role in the regrettably titled exploitation film ""Jivetime Jimmy's Revenge."" When Tinseltown Studios casts Taylor in the title role, he has a series of conflicted dreams satirizing African-American stereotypes in Hollywood, and must reconcile his career goals with his desire to remain a positive role model for his little brother."
4117,32054,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/1I5dP5Q55t1cgABizO1gcn5kzLV.jpg,The epic story of a world at war. And a boy at play.,A middle-aged man recalls his childhood growing up in and around London during World War II.
4121,2614,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/A4azclZQjqeQxXvcok3rdUmuq8a.jpg,An adventure of incredible proportions.,"Test pilot Tuck Pendleton volunteers to test a special vessel for a miniaturization experiment. Accidentally injected into a neurotic hypochondriac, Jack Putter, Tuck must convince Jack to find his ex-girlfriend, Lydia Maxwell, to help him extract Tuck and his ship and re-enlarge them before his oxygen runs out."
4123,12704,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/dX7O1ixhaCSlAWadCYYvBKEdwYu.jpg,Telling the truth can be dangerous business.,"Two terrible lounge singers get booked to play a gig in a Moroccan hotel but somehow become pawns in an international power play between the CIA, the Emir of Ishtar, and the rebels trying to overthrow his regime."
4124,580,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/kGiaOztahZV2x7bil7sbk7fb6ob.jpg,This time it’s personal.,"After another deadly shark attack, Ellen Brody decides she has had enough of New England's Amity Island and moves to the Caribbean to join her son, Michael, and his family. But a great white shark has followed her there, hungry for more lives."
4125,24828,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/aauZlMqKIDxTlgRZgZlRrJJ9JU2.jpg,His daughter is engaged to a man old enough to be his father. His estranged wife behaves like she is younger than their daughter. And now his government has asked him to save the world. Again.,"After separating from his wife, Leonard Parker (Cosby) quit the spy business and became a restaurateur. His wife refuses to speak with him, and his daughter, who changes her career more often than her clothes, has begun dating a man old enough to be Leonard's father! On top of it all, the government has asked him to come back and save the world again."
4126,13703,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/8pFMuyJJwJLqOJ3Ljq3M5BFGbTF.jpg,"In Beverly Hills, you can have anything your heart desires. You just can't have it the way it used to be.","A college freshman returns to Los Angeles for Christmas at his ex-girlfriend's request, but discovers that his former best friend has an out-of-control drug habit."
4127,36914,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/68OY9pYmKc3F2G6yxaXhxhnnFcU.jpg,Chris and his dad have accidentally changed bodies - but no big deal. Chris gets the Jag and the Gold Card. Dad gets the fake ID and the bio final.,"Dr. Jack Hammond has best chances to become medical superintendent in the clinic. So he's completely absorbed in his work and has no understanding for his teenage son Chris' problems with school. By accident one of them drinks a brain-exchanging serum, and it switches their identities. This leads of course to extraordinary complications in school and at work, but also to insight in the problems and feelings of each other."
4128,1547,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/nH1lvyQvfbL5GKScTtT6zkIvDEn.jpg,Sleep all day. Party all night. Never grow old. Never die. It's fun to be a vampire.,A mother and her two teenage sons move to a seemingly nice and quiet small coastal California town yet soon find out that it's overrun by bike gangs and vampires. A couple of teenage friends take it upon themselves to hunt down the vampires that they suspect of a few mysterious murders and restore peace and calm to their town.
4129,42010,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/9iCEQxu53kJxwgB5ZYuHoGEVvOT.jpg,"12,000 babies will be born in the United States today. Two will already have fallen in love.","Deceased drifter Mike arrives in Heaven and quickly falls for newborn soul Annie, soon to start her assignment on Earth. When Annie leaves, Mike follows."
4130,2608,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/l5XNXwjRieKMixWL7rGgtLANf75.jpg,"She was raised in a Beverly Hills mansion. Now, she's got to clean one.","Spoiled Jessie Montgomery, whose wild behavior and spending excesses cause her well-meaning but exasperated millionaire father Charles to wish he never had her, is visited by fairy godmother Stella. In an effort to save Jessie, Stella casts a spell which causes Charles to no longer have a daughter. Jessie, now penniless and without a friend, must take a maid's job to earn a living, and hopefully to learn her lesson."
4131,32058,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/qsJFNUQz1ObK85kRk06ahyW5dKr.jpg,A man with a good warranty is hard to find.,"When image consultant Frankie Stone is hired by a tech company to teach a scientist’s “Ulysses Robot” how to be a man, she winds up developing very real feelings for the faux human."
4132,10019,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/oHMA8euTiZdDFXDi5zaIQQXwl0K.jpg,"Just because Jonathan's fallen in love with a piece of wood, it doesn't make him a dummy.","Jonathan Switcher, an unemployed artist, finds a job as an assistant window dresser for a department store. When Jonathan happens upon a beautiful mannequin he previously designed, she springs to life and introduces herself as Emmy, an Egyptian under an ancient spell. Despite interference from the store's devious manager, Jonathan and his mannequin fall in love while creating eye-catching window displays to keep the struggling store in business."
4133,11649,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/gaUecXFd31V68yOTJPJYaB9YhAf.jpg,A battle fought in the stars...now comes to Earth.,"The world of Eternia in the aftermath of Skeletor's war on Castle Grayskull, which he has won after seizing Grayskull and the surrounding city using a cosmic key developed by the locksmith Gwildor. The Sorceress is now Skeletor's prisoner and he begins to drain her life-force as he waits for the moon of Eternia to align with the Great Eye of the Universe that will bestow god-like power upon him."
4135,13509,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/8EVuqCcqFzQvc7X8E3fx3w4B5Td.jpg,You know who to call when you have ghosts. But who do you call when you have monsters?,"Count Dracula adjourns to Earth, accompanied by Frankenstein's Monster, the Wolfman, the Mummy, and the Gillman. The uglies are in search of a powerful amulet that will grant them power to rule the world. Our heroes - the Monster Squad are the only ones daring to stand in their way."
4138,51521,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/upmdvOiMiCb1vSdgjqJ0uKQO8ox.jpg,She was a dream come true. He was a good reason not to go to sleep.,"Denny has yet again been left by her thug boyfriend Chip. It seems as if she is doomed to be stuck with awful guys, this time she has to choose between nerdy Charles and the strange Kaz, who turns into a monster when sexually aroused."
4139,34379,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/4e31HPK4Rx3AvnAQhJDTpCqoESQ.jpg,Once you get a taste of the good life it's hard to let go. Even if your life depends on it.,"A rookie cop goes undercover to infiltrate a gang of car thieves led by smooth and charming Ted. The rookie becomes too involved and starts to enjoy the thrill and lifestyle of the game, and becomes romanticly involved with the leaders sister."
4141,24940,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/AqUCPHv1hqQjhzFqMTiAaPxL43Q.jpg,Unleash your inner model.,"Ordinary single girl Amanda Pierce unexpectedly finds herself sharing an awesome Manhattan apartment with four sexy supermodels. Determined to bring Amanda into their world, the models give her the ultimate makeover. The plan works fabulously as Amanda connects with next door charmer Jim Winston. That is, until one night..."
4142,37302,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/5kT3kifA8Xwkjm1YmSubTw1GwK0.jpg,The Future Is Clear.,"After learning that millions have completely vanished, an airline pilot, a journalist, and others work together to unravel the mystery of those left behind."
4143,10984,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/jMtWV4FixMGTgUjbr9NFVEANGYQ.jpg,Remember that kid everyone ignored on Valentine’s Day? He remembers you.,Four friends start to receive morbid Valentine cards and realise they are being stalked by someone they had spurned 13 years ago. A masked killer is on the loose and Valentine's day is soon approaching.
4144,843,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/iYypPT4bhqXfq1b6EnmxvRt6b2Y.jpg,"Feel the heat, keep the feeling burning, let the sensation explode.",Two neighbors become intimate after discovering that their spouses are having an affair with one another.
4146,318,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/iGRyPsZF0lfIL3IadmBdoAsYzyn.jpg,Everyone has something to hide.,The Million Dollar Hotel starts with a jump from a roof top that clears up a death in a hotel that was burning to the ground where a lot of strange people had been living.
4147,12806,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/iw5BLbL1rSmya9I6puP1q5dUn81.jpg,Two boys… and the summer that would change everything,"While his parents are away for the summer, 16-year-old Dani invites his best friend, the irrepressible Nico, to stay for the holidays. Jealously rears its head when Nico appears more interested in the local girls than in Dani. Hot summer nights and too many  joints lead to experimentation which neither boy can talk about, a situation complicated by the appearance of the older and openly gay Julián, a published writer and old friend of Dani’s father."
4148,9740,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/v5wAZwRqpGWmyAaaJ8BBHYuNXnj.jpg,"His genius undeniable. His evil, unspeakable.","After having successfully eluded the authorities for years, Hannibal peacefully lives in Italy in disguise as an art scholar. Trouble strikes again when he's discovered leaving a deserving few dead in the process. He returns to America to make contact with now disgraced Agent Clarice Starling, who is suffering the wrath of a malicious FBI rival as well as the media."
4149,10878,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/5mq8J11266ZL7HCOwDGXoaU6eIO.jpg,They swore nothing would come between them. Then evil walked in the door,"A pair of buddies conspire to save their best friend from marrying the wrong woman, a cold-hearted beauty who snatches him from them and breaks up their Neil Diamond cover band."
4152,7093,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/zku4Ik4awwKPOyC2WYZpNUZg7or.jpg,Some men are too noble to live among aristocracy.,"In 1671, with war brewing with Holland, a penniless prince invites Louis XIV to three days of festivities at a chateau in Chantilly. The prince wants a commission as a general, so the extravagances are to impress the king. In charge of all is the steward, Vatel, a man of honor, talent, and low birth. The prince is craven in his longing for stature: no task is too menial or dishonorable for him to give Vatel. While Vatel tries to sustain dignity, he finds himself attracted to Anne de Montausier, the king's newest mistress. In Vatel, she finds someone who's authentic, living out his principles within the casual cruelties of court politics. Can the two of them escape unscathed?"
4153,16300,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/w2XM4YCfBOOWEL4a0abQji7QxwI.jpg,,"Struggling comic Lance Barton knows what it's like to die on stage. But when his life takes an unexpected turn - straight to heaven - Lance is sure there's been a mistake. Miraculously, he's right! An angel tells Lance he was taken prematurely but assures him he can be returned to Earth - in the aged body of a ruthless white billionaire. In this improbable reincarnation, Lance begins a hilarious quest to realize his showbiz dream...and, along the way, discovers the person he never imagined he could be. Chris Rock delivers a first-rate performance in this romantic comedy remake of HEAVEN CAN WAIT."
4154,19405,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/yLdsXdgB2VJ2uBQvYaEB5xPELlq.jpg,Saving The World One Playground At A Time,"The school year is finally ending, and T.J. Detweiler is looking forward to summer. But boredom quickly sets in when his friends leave for camp — until T.J. uncovers an evil plot to do away with summer vacation! A crazy former principal, Dr. Benedict, is planning to use a laser beam to alter the weather and create permanent winter. Faced with the dire threat of year-round school, T.J. rounds up the RECESS gang and bands together with some unexpected allies — Miss Finster and Principal Prickly — in a nonstop adventure to save everyone's summer break. As the kids discover the heroes inside themselves, a platoon of wacky characters, far-out music, and sci-fi surprises turn this madcap mission into a major victory for fun!"
4155,1921,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/3biEHZSBSYqSkawU2sQyNbLcjgE.jpg,She Just Needed A Month To Change His Life Forever.,"Nelson is a man devoted to his advertising career in San Francisco. One day, while taking a driving test at the DMV, he meets Sara. She is very different from the other women in his life. Nelson causes her to miss out on taking the test and later that day she tracks him down. One thing leads to another and Nelson ends up living with her through a November that will change his life forever."
4156,44412,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/qtHajQHigcU44j5DEgOdLbQev8u.jpg,International intelligence just got dumber.,"Set in the 1960's, a school teacher pretends to be a CIA spy to get his nagging wife off his back. He helps a Russian ballet dancer defect and is then sent to Cuba to locate ""Agent X"" for the CIA."
4157,21620,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/cPbkNfGmCKOSbAVrLqcbYuKT5cE.jpg,"A man, a woman, and 117 cows.","Lucinda lives a fairytale life with dairy farmer Rob, and his 117 cows. But after a freak car accident she decides to test Rob's love for her by trying to make him angry. He passes her tests until a quilt goes missing from their bed and the price of getting it back is high."
4158,23685,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/lgH7Wej9922C1MQv0wciAfesKH8.jpg,"If it yells, if it swings, it's got to be Monkeybone!","After a car crash sends repressed cartoonist Stu into a coma, he and the mischievous Monkeybone, his hilarious alter-ego, wake up in a wacked-out waystation for lost souls. When Monkeybone takes over Stu's body and escapes to wreak havoc on the real world, Stu has to find a way to stop him before his sister pulls the plug on reality forever!"
4159,12138,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/nJgr5sGoXnsgZ0EVt80i6X9dQiA.jpg,Crime Is King,"It was an ingenious enough plan: rob the Riviera Casino's count room during an Elvis impersonator convention. But Thomas Murphy decided to keep all the money for himself and shot all his partners, including recently-freed ex-con Michael Zane. With $3.2 million at stake, the Marshals Service closing in, Michael must track down Murphy."
4160,48217,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/dFQ2kQA9JlAIO0uL2KkrsmI4o2O.jpg,,"In 1850, on the isolated French island of Saint-Pierre, a murder shocks the natives. Two fishermen are arrested. One of them, Louis Ollivier, dies in custody. The other, Neel Auguste, is sentenced to death by the guillotine. The island is so small that it has neither a guillotine nor an executioner. While those are sent for Auguste is placed under the supervision of an army Captain."
4161,6073,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/5GqF6rVjUW6CVTuj7w1A2JE49AF.jpg,Love with the safety off.,"Jerry Welbach, a reluctant bagman, has been given two ultimatums: The first is from his mob boss to travel to Mexico and retrieve a priceless antique pistol, known as ""the Mexican""... or suffer the consequences. The second is from his girlfriend Samantha to end his association with the mob. Jerry figures alive and in trouble with Samantha is better than the more permanent alternative, so he heads south of the border."
4164,25208,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/xWjoiGvFZPXuBi93reGblvDHIax.jpg,Romulus Ledbetter lives on the edge. The view is incredible.,"Romulus, a misunderstood musician turned recluse hiding from personal demons in a New York City cave, finds the frozen body of a young drifter in a tree. The authorities, including his police officer daughter, claim the death is accidental. Romulus is convinced the man was murdered by a prominent art photographer but how can he prove he's right when everyone thinks he's insane?"
4166,19513,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/85tuJxQdjQcec3DTMc9dxwlYYfi.jpg,Real People in Real Danger!,"A reality TV program selects six contestants to participate in a free-for-all, no holds barred deathmatch, where they must skillfully outwit and kill each other in order to be the last person alive."
4167,2749,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/bZ7Xx15zZdDzbKFKl4ULEJ11hWu.jpg,America Likes to Watch,"When Eastern European criminals Oleg and Emil come to New York City to pick up their share of a heist score, Oleg steals a video camera and starts filming their activities, both legal and illegal. When they learn how the American media circus can make a remorseless killer look like the victim and make them rich, they target media-savvy NYPD Homicide Detective Eddie Flemming and media-naive FDNY Fire Marshal Jordy Warsaw, the cops investigating their murder and torching of their former criminal partner, filming everything to sell to the local tabloid TV show ""Top Story."""
4168,10050,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/saVWvLE0haJTrH1c1YS68VTDKyC.jpg,"Young, Free And Single. Again.","When Berke Landers, a popular high school basketball star, gets dumped by his life-long girlfriend, Allison, he soon begins to lose it. But with the help of his best friend Felix's sister Kelly, he follows his ex into the school's spring musical. Thus ensues a love triangle loosely based upon Shakespeare's ""A Midsummer Night's Dream"", where Berke is only to find himself getting over Allison and beginning to fall for Kelly."
4171,95682,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/iC80ZNpFRuaL8BwzjoD1Zm02Inm.jpg,Looking into a dark past for a bright future.,"This documentary tells four stories of Apartheid in South Africa, as seen through the eyes of the Truth and Reconciliation commission"
4174,2302,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/lsyPs8pU6hIJCS5sw0H9Q8Tl1nJ.jpg,Three generations of family. They shared a dream called America in a place called Avalon.,"A Polish-Jewish family comes to the U.S. at the beginning of the twentieth century. There, the family and their children try to make themselves a better future in the so-called promised land."
4175,32686,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/oe7nbYwJj4gwk5oL0BiQMw7Eb0a.jpg,Thrill to the minimal cystoid macula edema on the basis of capillary incompetence!,"The film documents, in an often dramatic and humorous fashion, Gray's investigations into alternative medicine for an eye condition (Macular pucker) he had developed."
4178,51802,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/ihgGS9K8pCYdgb9SpanxoKcJ0Al.jpg,She was made for love... and tragedy.,An intellectually disabled giant and his level headed guardian find work at a sadistic cowboy's ranch in depression era America.
4180,29492,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/pwtTbHugm3kqM5YWIXjaXjsm8iq.jpg,So young... So bad... So what?!,Jenny is sent to a women's reform school. It is run by evil warden Sutter and her henchwoman Edna. Jenny will stop at nothing to escape but she also has to deal with Charlie the bully.
4181,25447,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/aVNP2JdzqKaqvOzBcYvI4s68rKY.jpg,A FAST FORWARD MUSIC COMEDY.,"The story of Ivan and Josh, two dim witted ex-security guards who love music videos. Out of work, with no job prospects, they form a music video production company. They soon learn the in's and out's of the business in LA and with some help from Mo Fuzz, they soon become hot property. But not all goes smoothly when they try to resurrect the career of their favorite R&B duo, the Swanky Modes."
4184,19490,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/2sMpffmvoJlW7WBcvyHTPR9DEsj.jpg,Have you heard about Cary and the bishop's wife?,"An Episcopal Bishop, Henry Brougham, has been working for months on the plans for an elaborate new cathedral which he hopes will be paid for primarily by a wealthy, stubborn widow. He is losing sight of his family and of why he became a churchman in the first place. Enter Dudley, an angel sent to help him. Dudley does help everyone he meets, but not necessarily in the way they would have preferred. With the exception of Henry, everyone loves him, but Henry begins to believe that Dudley is there to replace him, both at work and in his family's affections, as Christmas approaches."
4187,38805,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/24qEwAnz9lKBNhUW7JZ56nU4dIO.jpg,Sidney Poitier as the life-loving ex-GI who one day encounters five nuns escaped from beyond the Berlin Wall...,"An unemployed construction worker heading out west stops at a remote farm in the desert to get water when his car overheats. The farm is being worked by a group of East European Catholic nuns, headed by the strict mother superior, who believes the man has been sent by God to build a much needed church in the desert."
4189,2428,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/c21ON7BZn0jwdNl6ibZ1vhXJmpy.jpg,,"From his birth in Bethlehem to his death and eventual resurrection, the life of Jesus Christ is given the all-star treatment in this epic retelling. Major aspects of Christ's life are touched upon, including the execution of all the newborn males in Egypt by King Herod; Christ's baptism by John the Baptist; and the betrayal by Judas after the Last Supper that eventually leads to Christ's crucifixion and miraculous return."
4190,22013,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/5vd031r08rrfSMqtB9UarwqCUOz.jpg,If there was a dollar to be made—Gantry would make it … If there was a soul to be saved—Gantry would save it …,"When hedonistic but charming con man Elmer Gantry meets the beautiful Sister Sharon Falconer, a roadside revivalist, he feigns piousness to join her act as a passionate preacher. The two make a successful onstage pair, and their chemistry extends to romance. Both the show and their relationship are threatened, however, when one of Gantry's ex-lovers decides that she has a score to settle with the charismatic performer."
4191,15598,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/tPUqgfGMkZazRZ1UO41j2Fiib5C.jpg,Is any man an Alfie? Ask any girl!,A young man leads a promiscuous lifestyle until several life reversals make him rethink his purposes and goals in life.
4193,62127,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/hfO64mXz3DgUxkBVU7no2UWRP7x.jpg,Try to remember the first time magic happened,Two rural teens sing and dance their way through a forbidden romance and a dangerous travelling carnival.
4194,56137,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/i0Tq9xHqjlm3TjMYAJEq3hFnpQb.jpg,,"Plucky Englishwoman Joan Webster travels to the remote islands of the Scottish Hebrides in order to marry a wealthy industrialist. Trapped by inclement weather on the Isle of Mull and unable to continue to her destination, Joan finds herself charmed by the straightforward, no-nonsense islanders around her, and becomes increasingly attracted to naval officer Torquil MacNeil, who holds a secret that may change her life forever."
4195,17965,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/pvwUNuxBAtUKvxW3oEt2tjbZs8N.jpg,Love means never having to say you're ugly.,"Famous organist Anton Phibes is horribly disfigured in an automobile accident while rushing to the side of his sick wife and presumed to be dead. Once Phibes learns that his wife died on the operating table, he is convinced the doctors are responsible and begins exacting his revenge on all those involved."
4197,33250,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/ssHyLpaGqU46AlGkGJTxKRD5xkU.jpg,An American comedy.,"A pushy, narcissistic filmmaker persuades a Phoenix family to let him and his crew film their everyday lives, in the manner of the ground-breaking PBS series ""An American Family""."
4198,14460,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/2zFS608xVM8tSm6ykfnGV4ZQfag.jpg,"A battle beyond time, beyond space.",A young farmer assembles a band of diverse mercenaries to defend his peaceful planet from an evil tyrant.
4200,9594,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/tmzwvSqoMC37Tgqwj4mA2dHNSmw.jpg,Two brothers separated by violence. On a mission of revenge. One packs a punch. The other packs a piece. Together they deliver...,"Jean Claude Van Damme plays a dual role as Alex and Chad, twins separated at the death of their parents. Chad is raised by a family retainer in Paris, Alex becomes a petty crook in Hong Kong. Seeing a picture of Alex, Chad rejoins him and convinces him that his rival in Hong Kong is also the man who killed their parents. Alex is suspicious of Chad, especially when it comes to his girlfriend."
4202,4986,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/saxrwgKoFyRQZt5TRrZd2Afhxh6.jpg,Here comes the fuzz,Police in Boston search for a mad bomber trying to extort money from the city.
4203,2453,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/4WRdrjHyLuHRwep2UJWBoIn6KTW.jpg,Who says there are no more heroes?,"It's the lawless future, and renegade biker Harley Davidson and his surly cowboy buddy, Marlboro, learn that a corrupt bank is about to foreclose on their friend's bar to further an expanding empire. Harley and Marlboro decide to help by robbing the crooked bank. But when they accidentally filch a drug shipment, they find themselves on the run from criminal financiers and the mob in this rugged action adventure."
4204,33676,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/yOrYbvnJKxtRhr3zmieGHs0crXh.jpg,The last word about the first time.,"Set in 1965, four Los Angeles school friends -- Woody, Dave, Spider and Wendell -- go on a series of misadventures when they head to Tijuana, Mexico, for a night of cruisin', causing trouble, and to lose their virginity."
4205,4587,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/1VufMcp0euY2LpmKiVv8xnbB9Om.jpg,Mom is many things... normal isn't one of them.,"Fifteen-year-old Charlotte Flax is tired of her wacky mom moving their family to a different town any time she feels it is necessary. When they move to a small Massachusetts town and Mrs. Flax begins dating a shopkeeper, Charlotte and her 9-year-old sister, Kate, hope that they can finally settle down. But when Charlotte's attraction to an older man gets in the way, the family must learn to accept each other for who they truly are."
4207,12773,,,
4210,11454,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/6rb24x39vV8n5301IelC8rCPJTH.jpg,"It's just you and me now, sport…","FBI Agent Will Graham, who retired after catching Hannibal Lecter, returns to duty to engage in a risky cat-and-mouse game with Lecktor to capture a new killer."
4211,38718,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/5Ws7t7uKaPDOKBJYVW1kuyvAna7.jpg,The Case of Claus Von Bulow. An American Saga of Money and Mystery.,"Wealthy Sunny von Bülow lies brain-dead, husband Claus guilty of attempted murder; but he says he's innocent and hires Alan Dershowitz for his appeal."
4212,4192,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/7qEymSp6wCT19AJxb7T3u6aKpi1.jpg,A murderer strikes on board the luxury Nile steamer Karnak – and Hercule Poirot faces his most baffling case.,"As Hercule Poirot enjoys a luxurious cruise down the Nile, a newlywed heiress is found murdered on board. Can Poirot identify the killer before the ship reaches the end of its journey?"
4214,14052,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/pi6REVD5Ms8FQSPNzXi6zEqHjUF.jpg,"They've been laughed at, picked on and put down. But now it's time for the odd to get even!","At Adams College, the jocks rule the school from their house on high, the Alpha Beta fraternity. So when a group of socially-challenged misfits try to go Greek, they're instantly rejected by every house on campus. Deciding to start their own fraternity to protect their outcast brothers, the campus nerds soon find themselves in a battle royale as the Alpha Betas try to crush their new rivals."
4215,16889,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/qTjDu2EF0m0txnXwy5KkkwmkZ5B.jpg,They're Back!,"The members of the Lambda Lambda Lambda fraternity travel to Fort Lauderdale for a fraternity conference. They'll have to beat off the attacks of their rival frat, the Alphas, if they want to maintain their self-respect -- and, of course, if they want to get anywhere with the pretty girls!"
4217,26580,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/7kbV3fDjuy9dQmcuZuT9NKNAEix.jpg,On that Birmingham Sunday the blood ran like wine,"On September 15, 1963, a bomb destroyed a black church in Birmingham, Alabama, killing four young girls who were there for Sunday school. It was a crime that shocked the nation--and a defining moment in the history of the civil-rights movement. Spike Lee re-examines the full story of the bombing, including a revealing interview with former Alabama Governor George Wallace."
4218,21309,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/bT68aKa9d7zDF7Z8MaskbWBRqzb.jpg,Which was worse? The murder or what came after?,"A group of high-school friends must come to terms with the fact that one of them, Samson, killed another, Jamie. Faced with the brutality of death, each must decide whether to turn their friend in to the police, or to help him escape the consequences of his dreadful deed."
4219,16263,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/yhbuTnTA6wu5hOXL5uc3rRFLnCl.jpg,Getting into trouble is easy but getting out of it is all the fun!,"Janey is new in town, and soon meets Lynne, who shares her passion for dancing in general, and ""Dance TV"" in particular. When a competition is announced to find a new Dance TV regular couple, Janey and Lynne are determined to audition. The only problem is that Janey's father doesn't approve of that kind of thing."
4220,4985,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/fejSpoFU4sq2g6n1JA2NY3KjRxW.jpg,It's Survival of the Fiercest and Funniest,"A football player-turned-convict organizes a team of inmates to play against a team of prison guards. His dilemma is that the warden asks him to throw the game in return for an early release, but he is also concerned about the inmates' lack of self-esteem."
4221,20704,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/2z2V9vcncLfYe2KiDw4rs3HUXEE.jpg,"This gang of loners, loonies and losers are about to become something they've never been before... a team.","When the Texas Southern Armadillos football team is disqualified for cheating and poor grades, the University is forced to pick from a team that actually goes to school. Will they even win a single game?"
4223,853,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/9cSoNnB31hGY2mL78VT8mAbz6nR.jpg,A single bullet can change history.,A Russian and a German sniper play a game of cat-and-mouse during the Battle of Stalingrad in WWII.
4224,10877,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/tGIJhBejmredgUZRNdteZyiahag.jpg,This Is Gonna Hurt,"Maverick cop Orin Boyd always brings down the domestic terrorists he tracks, but he ruffles feathers with his unorthodox techniques -- and soon finds himself reassigned to the toughest district in Detroit. When he discovers a group of detectives secretly operating a drug ring, Boyd joins forces with an unlikely ally -- gangster Latrell Walker -- to bring down the rotten cops."
4225,5257,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/zG83o1wpU3p7QTd382K4HtctLq0.jpg,Man's first step on the moon nearly stumbled on earth.,A group of maverick scientists on a remote Australian sheep farm are the globe's only hope for obtaining the epic images of man's first steps on the moon.
